claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported,claim_day,claim_month,claim_year
452936448,0.178571429,1,1,0.424,0.741588018,0,0,1,80004,5,1,0,0,0.65,1,0,0.571428571,0,0.28727645,3,0.546531753,0.471221839,1,0.43611148,0.02130364,2,0,2,5,2024
454118400,0.178571429,0,1,0.664,0.278672548,1,1,1,15001,3,0,0.4,0,0.29,1,0,0.476190476,2,0.24762021,1,0.532960336,0.29715361,0.4,0.823568724,0,4,0,23,11,2024
454180608,0.178571429,1,0,0.296,0.278467378,1,1,0,50014,4,1,0,0,0.94,1,1,0.761904762,1,0.073965436,3,0.318819725,0.209344001,0,0.375,0,2,0,19,11,2023
454284288,0.125,1,1,0.616,0.220814526,1,0,1,50028,5,1,0.4,0,0.03,1,1,0.285714286,0,0.147850174,3,0.645050467,0.428996333,0,0.352783681,0,4,1,28,12,2023
454657536,0.160714286,1,0,0.792,0.260309807,1,1,1,20120,6,2,0.8,0,0.22,1,1,1,1,0.503258184,6,0.401943084,0.33930687,0,0.73711935,0,3,0,2,4,2024
455424768,0.160714286,0,1,0.552,0.259848174,1,0,1,15012,6,1,0.4,0,0.79,1,0,0.19047619,1,0.774172445,2,0.337743963,0.714296396,0,0.73711935,0,6,1,24,10,2023
455590656,0.089285714,1,0,0.6,0.180498564,0,1,1,80046,1,2,0.8,0,0.16,1,1,0.285714286,2,0.127163359,1,0.354796626,0.643553896,0.4,0.823568724,0,3,0,8,12,2023
455735808,0.178571429,0,1,0,0.278723841,0,1,1,15059,6,0,0,0,0.96,1,0,0.19047619,1,0.511252371,6,0.746430748,0.357266925,0,0.60068326,0,4,0,26,12,2023
455901696,0.625,1,1,0.504,0.596070989,1,0,0,20101,5,1,0,0,0,1,0,0.19047619,2,0.234677089,1,0.307184335,0.469895928,0.4,0.910109421,0,2,0,9,11,2023
455943168,0.232142857,0,0,0.84,0.32934961,1,0,0,15025,1,1,0,0,0.17,1,0,0.761904762,0,0.082899776,2,0.584929057,0.457697318,0,0.499705277,0,1,0,6,9,2024
456274944,0.553571429,0,1,0.056,0.557498974,1,1,1,80018,3,2,0.4,0,0.31,1,0,0.380952381,0,0.197644415,5,0.587290959,0.630565616,0.4,0.306150998,0,2,0,29,6,2024
456503040,0.178571429,1,1,0.664,0.2783135,1,0,1,50051,2,1,0,0,0,1,1,0.285714286,0,0.434969887,3,0.212572875,0.48070247,0,0.73711935,0.023132635,3,1,1,7,2024
456585984,0.517857143,0,1,0.648,0.536058679,1,1,0,85027,6,2,0,0,0.34,1,1,0.285714286,2,0.607880834,0,0.477725851,0.216519313,1,0.511419487,0,4,0,29,10,2024
456793344,0.125,0,0,0.712,0.221994255,0,1,1,20164,6,1,0.4,0,0,1,1,0.380952381,1,0.420249374,6,0.215680332,0.440323319,0.4,0.910109421,0,6,0,22,8,2023
457456896,0.625,0,1,0.568,0.596583915,1,0,0,80016,1,2,0,0,0.64,1,0,0.476190476,2,0.692844006,1,0.550233764,0.184602265,0,0.73711935,0,2,0,23,8,2024
457726464,0.410714286,1,1,0.824,1,1,1,0,80027,4,1,0,0,0.28,1,0,0.380952381,0,0.441612646,1,0.582154102,0.132802593,0,0.375,0,8,0,14,1,2024
458058240,0.142857143,0,0,0.248,0.242100944,0,1,1,80033,4,1,0.8,0,0.04,1,1,0.476190476,1,0.309109116,3,0.267749775,0.378519743,0,0.371919935,0,7,0,11,2,2024
458307072,0.053571429,0,0,0.504,0.136745999,1,0,1,85005,3,1,0,0,0.03,1,0,0.476190476,2,0.549064535,6,0.262805115,0.340855901,0,0.73711935,0.018925549,1,0,10,2,2024
458742528,0.267857143,0,0,0.088,0.359817398,0,1,0,50034,7,1,0,0,0.99,1,0,0.571428571,0,0.153865902,0,0.883382371,0.210662726,0,0.499705277,0,5,1,4,12,2024
458970624,0.178571429,0,1,0.84,0.278980304,1,0,1,20153,5,1,0.8,0,0.97,1,1,0.476190476,1,0.305461834,3,0.492442485,0.676789004,1,0.505093315,0.084002003,4,0,9,2,2023
459592704,0.928571429,0,0,0.824,0.737689783,1,1,0,85028,3,1,1,0,0.01,1,1,0.571428571,2,0.322588323,1,0.474070588,0.305960772,0,0.499705277,0.009381667,6,0,20,4,2024
459924480,0.535714286,1,1,0.808,0.547599508,1,0,0,85079,6,0,0,0,0.16,1,1,0.476190476,0,0.075770234,5,0.398191452,0.332180845,1,0.511419487,0,2,0,14,2,2023
460795392,0.357142857,0,1,0.264,0.430395979,1,0,0,85018,7,2,0,0,0.95,1,1,0.571428571,0,0.627504318,2,0.131475462,0.956972823,0.4,0.910109421,0,1,1,14,6,2023
460940544,0.017857143,1,1,0.472,0.0877103,0,0,1,80005,7,0,0,0,0.3,1,1,0.380952381,1,0.509049452,1,1,0.337140226,0.4,0.576258593,0,3,1,14,8,2024
461044224,0.553571429,0,1,0.6,0.557909315,1,1,1,50040,1,1,0,0,0.06,1,1,0.571428571,2,0.31007747,4,0.172490001,0.86578147,0,0.73711935,0,1,0,23,6,2023
462350592,0.089285714,0,0,0.408,0.181678293,1,1,1,85045,2,1,0,0,0.33,1,1,0.380952381,0,0.494557794,3,0.295503644,0.578560651,0,0.371919935,0,4,0,25,12,2023
462806784,0.410714286,0,0,0.728,0.468557653,1,0,0,85045,7,2,0,0,0.2,1,0,0.380952381,2,0.586517826,6,0.311488679,0.260629251,0,0.375,0,4,0,11,9,2024
463159296,0.339285714,1,0,0.792,0.415777595,1,1,1,80020,2,1,0,0,0.01,1,0,0.761904762,2,0.290658135,4,0.363040537,0.837347282,0,0.499705277,0,6,1,19,2,2024
463491072,0.142857143,1,1,0.552,0.241895773,1,0,1,50031,3,1,0.8,0,0.21,1,1,0.380952381,2,0.103071555,4,0.499201793,0.742611216,1,0.505093315,0,8,1,24,8,2024
464071680,0.142857143,0,1,0.632,0.242100944,0,0,1,20134,1,2,0.8,0,0.53,1,1,0.285714286,0,0.371323711,6,0.324145141,0.55897015,0.4,0.576258593,0,2,1,7,6,2024
464341248,0.589285714,0,0,0.696,0.577451785,1,1,0,85024,5,0,0,0,0.18,1,0,0.285714286,1,0.411065759,3,1,0.565070861,0,0.60068326,0,5,0,11,5,2023
464984064,0.589285714,1,1,0.136,0.5773492,0,0,0,15007,3,0,0.4,0,1,1,1,0.761904762,1,0.334776802,1,0.501908684,0.451163072,1,0.505093315,0,1,0,24,2,2024
465460992,0.357142857,0,1,0.776,0.42983176,1,0,0,50055,6,2,0,0,0.51,1,1,0.380952381,0,0.283637374,5,0.2139204,0.524121603,0,0.371919935,0,8,0,18,4,2023
465523200,0.678571429,0,1,0.888,0.625307755,0,1,0,20149,7,0,1,0,0.27,1,1,0.19047619,1,0.187761975,2,0.054919845,0.52126307,0,0.73711935,0,3,0,22,5,2024
466518528,0.142857143,0,0,0.84,0.241588018,1,0,1,80002,6,1,0.4,0,0.99,1,0,0.19047619,0,0.567638465,3,0.446068145,0.316196381,0,0.60068326,0,4,0,14,3,2023
466580736,0.071428571,0,1,0.776,0.15987895,1,1,1,15037,7,1,0.8,0,0.35,1,1,0.857142857,2,0.340373853,5,0.269781852,0.547826153,0.4,0.306150998,0,5,1,13,12,2023
467119872,0.678571429,0,0,0.328,0.623974149,0,1,0,80042,5,0,0,0,0.15,1,1,0.666666667,0,0.36095358,5,0.181761388,0.648503216,0,0.60068326,0.001923182,3,0,22,8,2024
467430912,0.160714286,0,1,0.44,0.259078785,1,1,1,20134,3,1,0,0,0.99,1,0,0.571428571,2,0.20820369,0,0.229505925,0.597539024,0,0.499705277,0,3,0,17,2,2024
468135936,0.553571429,1,1,0.616,0.557447682,1,0,1,85062,1,0,0,0,0.99,1,1,0.19047619,2,0.606179908,0,0.134673001,1,0.4,0.576258593,0,1,0,31,5,2024
468156672,0.160714286,0,1,0.552,0.260720148,0,1,1,20140,7,1,0,0,0.21,1,0,0.380952381,2,0.754296233,1,0.144877913,0.509560728,0,0.73711935,0,5,0,24,5,2023
468239616,0.160714286,1,0,0.136,0.260412392,1,1,1,50027,1,0,0,0,0.69,1,0,0.19047619,1,0.272186826,2,0.161289953,0.165962563,1,0.505093315,0.017103797,6,0,25,8,2023
469027584,0.107142857,1,1,0.344,0.201784982,0,0,1,20135,1,0,0.4,0,0.17,1,0,0.571428571,1,0.584704796,3,0.583501361,0.362819072,0,0.375,0.002681825,3,0,22,9,2023
469172736,0.053571429,0,0,0.76,0.13756668,1,0,1,15001,5,1,0.4,0,1,1,1,0.571428571,1,0.22679765,6,0.192268505,0.226437963,0.4,0.306150998,0,5,0,28,11,2024
469193472,0.142857143,1,1,0.536,0.543137054,1,0,0,15001,7,2,0.4,0,0.66,1,0,0.571428571,2,0.147361547,5,0.818550789,0.435586753,1,0.43611148,0,1,0,1,11,2023
469380096,0.428571429,1,1,0.28,0.479842019,1,1,0,15032,3,1,0,0,0.49,1,1,0.666666667,1,0.361728732,4,0.788327673,0.314046708,0,0.499705277,0,4,0,26,10,2024
470105856,0.125,1,1,0.712,0.222045548,1,1,0,20149,5,2,0,0,1,1,1,0.19047619,2,1,3,0.34772458,0.313652469,0,0.371919935,0,1,0,30,5,2024
470831616,0.160714286,0,1,0.92,0.2603611,0,0,1,80046,7,1,0,0,0.51,1,0,0.761904762,2,0.144137741,2,1,0.236130773,0,0.499705277,0,1,0,10,5,2023
471267072,0.089285714,1,0,0.6,0.18121666,0,0,1,85070,1,2,0,0,0.34,1,0,0.476190476,0,0.195916469,4,0.460988248,0.181839661,0.4,0.306150998,0,4,0,17,5,2024
472096512,0.071428571,1,1,0.552,0.158904391,1,1,1,85078,7,0,0,0,0.77,1,1,0.571428571,2,0.287161556,3,0.223047908,0.510621428,0,0.371919935,0,6,0,12,6,2024
472262400,0.107142857,0,1,0.392,0.20214403,1,1,1,15009,7,0,0.4,0,0.39,1,1,0.285714286,1,0.395770769,0,0.468749028,0.58990931,1,0.505093315,0,6,0,6,3,2024
472386816,0.178571429,1,1,0.2,0.27790316,1,0,1,85077,3,1,1,0,0.19,1,1,0.285714286,0,0.265191863,3,0.334917656,0.79981236,0,0.375,0.003373424,4,1,23,11,2024
473236992,0.107142857,1,0,0.424,0.202708248,1,0,1,80105,2,1,0.4,0,0.02,1,1,0.476190476,0,0.380278183,3,0.573667548,0.58348189,0,0.60068326,0,3,0,22,7,2024
473423616,0.428571429,1,1,0.632,0.479431678,1,1,0,50059,5,1,0.4,0,0.52,1,0,0.380952381,0,0.276960102,4,0.601248701,0.532872604,1,0.43611148,0,4,1,27,7,2023
473610240,0.071428571,1,1,0.536,0.15869922,1,0,1,15055,3,1,0,0,0.04,1,0,0.571428571,1,0.413923059,4,0.679493476,0.310248101,0,0.73711935,0,3,0,18,3,2023
474087168,0.178571429,1,1,0.84,0.278364793,1,1,1,15046,4,0,0.4,0,0.98,1,0,0.571428571,2,0.225239104,3,0.505933257,0.842461549,0,0.352783681,0,3,0,5,11,2023
474128640,0.696428571,1,1,0.632,0.633617152,1,1,1,80011,4,1,0,0,0.05,1,1,0.571428571,1,0.671856009,4,0.768314499,0.531769546,0.4,0.306150998,0,7,0,27,8,2023
474190848,0.160714286,1,1,0.648,0.260207222,1,1,1,80005,6,2,0,0,0.59,1,1,0.666666667,2,0.415484922,1,0.30860774,0.271550639,0.4,0.910109421,0.03037581,6,1,20,2,2024
474688512,0.142857143,0,1,0.52,0.240869922,1,1,1,80028,1,2,0.4,0,0.93,1,1,0.571428571,0,0.223548721,5,0.300785841,0.269410228,0,0.375,0,8,0,6,10,2023
475331328,0.625,0,1,0.344,0.597148133,1,0,0,50021,5,2,0,0,0.18,1,1,0.380952381,0,0.540629625,5,0.159037102,0.271830229,0,0.499705277,0,8,0,26,1,2023
475974144,0.178571429,1,1,0.648,0.277697989,1,0,0,15001,3,0,1,0,0.7,1,1,1,1,0.53166611,1,0.318056097,0.199111169,1,0.43611148,0,4,0,9,12,2023
476057088,0.107142857,0,1,0.728,0.201323348,0,0,1,20143,1,2,0.8,0,0.84,1,1,0.952380952,1,0.201460894,0,0.331270223,0.38761037,0.4,0.910109421,0,4,1,17,5,2024
476430336,0.089285714,0,1,0.712,0.180908904,0,1,1,50011,2,2,0,0,0.98,1,0,0.476190476,0,0.902580576,0,0.18749059,0.35659466,1,0.511419487,0,5,1,2,10,2023
476824320,0.410714286,1,1,0,0.46809602,1,0,0,80038,3,2,0.4,0,0.06,1,1,0.380952381,0,0.811491703,5,0.418820088,0.184577418,0,0.375,0,3,0,27,1,2024
477176832,0.160714286,0,1,0.328,0.259540419,0,0,1,15035,5,2,0,0,0.79,1,0,0.476190476,1,0.945130614,5,0.415486315,0.450953111,0.4,0.910109421,0,8,0,18,5,2023
477342720,0.410714286,1,1,0.552,0.468249897,1,0,0,85010,6,2,0,0,0.27,1,0,0.380952381,0,0.240992486,2,0.378573075,0.361588951,1,0.505093315,0,3,1,19,3,2024
477902592,0.160714286,0,1,0.76,0.260104637,0,0,1,80041,4,0,0,0,0.2,1,1,0,1,0.408379471,4,0.510033175,0.423018817,0.4,0.306150998,0,2,0,17,12,2023
478006272,0.071428571,1,1,0.776,0.159673779,1,0,1,15012,4,1,0,0,1,1,1,0.571428571,1,0.262897734,0,0.762147818,0.419405863,0,0.499705277,0,4,0,30,4,2023
478296576,0.178571429,1,0,0.52,0.277851867,1,0,0,50012,1,1,0.4,0,0.23,1,1,0.380952381,2,0.193195133,2,0.834517436,0.147455895,1,0.505093315,0,4,0,26,7,2024
478856448,0.982142857,0,1,0.52,0.758052934,0,0,0,20165,6,0,0.4,0,0.51,1,0,0.666666667,0,0.487831093,0,0.175401848,0.299782305,1,0.505093315,0.03355552,5,0,4,6,2024
479105280,0.160714286,1,1,0.504,0.943414034,1,1,1,85036,5,1,0,0,0.05,1,1,0.761904762,2,0.120865091,0,0.404738939,0.664178088,1,0.43611148,0,5,0,5,9,2024
479188224,0.482142857,1,1,0.92,1,1,1,1,20103,6,1,0,0,0.48,1,1,0.476190476,2,0.341354122,6,0.51507223,0.210294975,0,0.499705277,0,5,0,9,5,2023
479768832,0.535714286,1,1,0.36,0,0,1,0,85039,7,1,0,0,0.98,1,0,0.285714286,0,0.39682756,4,0.331561753,0.367817765,0,0.499705277,0,5,1,23,8,2023
480349440,0.071428571,1,0,0.552,0,1,1,0,50049,6,1,0,0,0.7,1,0,0.666666667,0,0.312793133,3,0.456176427,0.446369753,0.4,0.823568724,0,7,1,4,7,2023
480577536,0.625,0,0,0.44,1,1,1,0,85075,7,2,0.8,0,0.78,1,1,0.380952381,2,0.591557151,2,0.302432659,0.279085204,0,0.499705277,0,8,1,7,2,2024
480722688,0.035714286,0,1,0.376,0.738110382,1,1,1,20104,7,2,0.4,0,0.99,1,1,0,0,0.720078631,4,0.664649855,0.556459243,0,0.73711935,0,0,0,24,4,2024
482029056,0.553571429,1,1,0.52,0,0,1,0,85023,4,0,0,0,0.46,1,0,0.380952381,2,0.148329071,6,0.197697503,0.277327454,0,0.371919935,0,5,1,4,8,2024
482091264,0.732142857,0,1,0.728,1,1,1,1,50020,3,1,0.4,0,1,1,1,0.666666667,1,0.574135435,1,0.219689347,0.253284257,0,0.73711935,0,5,0,21,9,2024
482174208,0.142857143,0,1,0.744,0.918280673,1,0,1,20131,4,0,0,0,0,1,1,0.571428571,1,0.44505455,0,0.797382804,0.456082682,1,0.505093315,0,6,1,19,11,2023
482215680,0.160714286,1,0,0.856,0.943773082,0,1,0,20132,2,2,0,0,0.22,1,0,0.19047619,1,0.393065498,6,0.563265298,0.49312893,1,0.511419487,0,0,0,12,8,2024
482982912,0.160714286,0,1,0.712,0.944562987,1,0,1,80105,7,1,0,0,0.01,1,0,0.380952381,1,0.298664453,3,0.414010489,1,0.4,0.306150998,0,4,0,20,3,2024
483211008,0.125,0,0,0.664,1,0,1,1,15054,1,1,0,0,1,1,0,0.380952381,1,0.217272288,0,0.813718912,0.303069845,0,0.371919935,0,5,0,30,6,2023
483833088,0.142857143,1,1,0.168,0.918567911,1,0,1,50014,6,2,0.4,0,0.99,1,0,0.285714286,0,0.401026106,2,0.651232496,0.370219719,0.4,0.910109421,0,2,0,30,5,2023
484019712,0.178571429,1,1,0.68,1,1,0,1,80030,7,1,0,0,0.99,1,0,0.095238095,2,0.200031335,0,0.569743455,0.481750312,1,0.505093315,0,4,0,10,4,2024
484102656,0.178571429,0,1,0.808,0.278723841,1,1,1,20164,3,1,0.8,0,1,1,0,0.476190476,1,0.556625256,0,0.474235017,0.320951659,0,0.375,0,5,0,24,2,2024
484268544,0.071428571,1,1,0.6,0.157929832,1,1,1,20148,5,0,0,0,0.5,1,0,1,2,0.350459923,5,0.380367894,0.126495448,0.4,0.910109421,0,4,0,24,10,2024
484351488,0.410714286,0,1,0.088,0.467531801,1,1,0,20102,4,1,0,0,0.97,1,0,0.666666667,2,0.777207568,4,0.74740902,0.663519657,0,0.371919935,0,4,1,26,3,2023
484455168,0.321428571,1,0,0.504,0.402851867,1,1,0,15052,7,1,0,0,0,1,0,0.380952381,0,0.72143992,4,0.04405352,0.660342415,1,0.505093315,0,3,0,29,11,2023
484538112,0.125,0,0,0.552,0.22148133,1,1,1,50008,5,2,0.4,0,0.16,1,1,0.095238095,0,0.352341841,1,0.490496524,0.323750133,0.4,0.823568724,0,4,1,30,3,2023
485035776,0.625,1,0,0.488,0.59689167,1,0,1,50059,1,1,0.8,0,0.89,1,1,0.19047619,1,0.356808749,1,0.242538584,0.249137824,0,0.499705277,0.00335312,4,0,24,11,2023
485326080,0.625,0,1,0.776,0.596276159,1,0,1,85046,6,0,0,0,0.8,1,1,0.761904762,2,0.371158518,6,0.239539375,0.278118457,1,0.505093315,0,5,0,8,8,2023
486155520,0.035714286,0,0,0.744,0.112587197,0,1,1,50054,4,0,0.4,0,0.45,1,0,0.476190476,2,0.654320292,4,0.839822354,0.64443628,1,0.505093315,0,2,0,14,7,2024
486196992,0.178571429,1,1,0.744,0.277646697,1,1,1,80021,5,2,0,0,0.96,1,1,0.952380952,1,0.760705278,3,0.332689993,0.287533146,0.4,0.823568724,0,4,0,21,3,2024
486445824,0.107142857,0,1,0.632,0.201066886,1,0,1,85045,6,1,0,0,0.77,1,0,0.476190476,1,0.117193469,2,0.154818641,0.297446047,0.4,0.910109421,0,8,0,31,12,2024
486653184,0.821428571,0,1,0.68,0.690757078,1,1,0,50050,3,2,0,0,0.56,1,0,0.285714286,1,0.641892233,3,0.393680252,0.581408007,0.4,0.823568724,0,5,0,12,10,2024
486777600,0.035714286,1,0,0.392,0.738038572,1,1,0,15028,3,1,0,0,0.98,1,0,0.285714286,1,0.696621793,2,0.504660048,0.623302382,0,0.352783681,0,1,0,5,10,2024
487150848,0.196428571,0,1,0.76,0.295240049,1,0,0,50012,6,0,0.4,0,0.3,1,1,0.666666667,0,0.396776913,3,0.307465823,0.312959694,1,0.505093315,0,5,1,3,10,2023
487918080,0.035714286,1,1,0.312,0.112125564,0,1,1,80020,3,1,0.4,0,0,1,1,0.285714286,0,0.239921482,2,0.520907025,0.318495894,0,0.375,0.061256587,3,0,6,1,2024
488187648,0.178571429,0,1,0.712,0.277595404,1,0,1,85037,5,2,0.8,0,0.15,1,0,0.19047619,1,0.466911699,4,0.183630682,0.412841518,1,0.43611148,0,1,0,11,7,2024
488208384,0.839285714,0,1,0.648,0.699733279,1,0,0,80027,7,1,0,0,0.45,1,0,0.380952381,1,0.232732166,5,0.125808864,0.231450664,0.4,0.910109421,0,5,1,24,5,2023
488249856,0.125,1,0,0.648,0.890705786,1,1,1,80015,4,1,0.4,0,0.88,1,1,0.380952381,1,0.908338852,0,0.530241064,0.752096532,0,0.371919935,0,5,0,26,3,2023
488623104,0.178571429,1,0,0.456,0.969193681,1,1,1,80104,4,1,0.4,0,0.04,1,1,0.476190476,0,0.22276503,6,0.522436551,0.41211819,0,0.60068326,0,5,0,23,4,2023
488664576,0.446428571,0,0,0.824,1,1,1,0,20148,6,2,0,0,0.02,1,0,0.380952381,1,0.15873426,0,0.563720205,0.346561517,0.4,0.306150998,0,6,0,26,9,2023
488685312,0.410714286,1,1,0.488,0.468249897,1,1,1,80033,6,0,1,0,0.03,1,1,0.285714286,0,0.397346985,1,1,0.558516541,1,0.43611148,0,8,1,19,3,2024
488747520,0.571428571,0,1,0.696,1,1,1,0,50031,7,2,0,0,0.01,1,1,0.857142857,2,0.186854575,4,0.20617272,0.322491027,0.4,0.910109421,0,6,0,6,12,2023
489079296,0.482142857,0,0,0.168,1,0,0,1,15033,1,2,0,0,0.8,1,0,0.476190476,0,0.694730669,6,0.323195673,0.359149792,0,0.352783681,0,4,0,22,11,2024
489120768,0.553571429,1,1,0.776,1,0,1,1,50034,5,1,0.4,0,0.83,1,0,0.666666667,2,0.36362716,3,0.524681585,0.201429789,1,0.43611148,0,5,0,29,6,2023
490033152,0.142857143,1,1,0.792,0.918280673,0,1,1,50006,1,0,0,0,0.5,1,1,0.285714286,0,0.604579989,3,0.050670637,0.241496281,0,0.499705277,0,5,0,18,10,2024
490281984,0.142857143,0,1,0.712,0.241536725,1,1,1,15010,1,2,0,0,0.12,1,1,0.380952381,2,0.167618584,5,0.448353116,0.570149798,0,0.73711935,0,1,1,22,11,2024
490593024,0.089285714,1,1,0.776,0.182293804,1,1,1,50047,4,0,1,0,0.69,1,1,0.380952381,2,0.476271876,5,0.082175548,0.401705011,0.4,0.306150998,0,3,1,8,10,2023
491795712,0.160714286,1,1,0.52,0.943557653,1,1,1,50055,1,2,0,0,0.67,1,1,0.571428571,2,0.085071518,2,0.189445315,0.370701948,1,0.43611148,0,5,0,24,3,2023
492314112,0.178571429,1,1,0.632,1,1,0,1,15017,1,0,0.4,0,0.11,1,1,0.476190476,0,0.089613789,1,0.052279846,0.717311965,0.4,0.823568724,0,1,0,24,2,2023
492459264,0,1,1,0.36,0.665223636,1,1,1,15009,3,2,0,0,0.67,1,0,0.476190476,0,0.786676505,4,0.045833115,0.534574781,0,0.60068326,0,7,0,29,7,2023
492542208,0.375,0,0,0.872,0.444039803,0,1,0,15050,3,2,0,0,0,1,0,0.380952381,2,0.571639053,1,0.263835914,0.194715242,0,0.352783681,0,5,1,2,9,2023
492583680,0.035714286,0,1,0.824,0.738182191,0,1,0,50021,2,1,0.4,0,0.02,1,1,0.571428571,2,0.400866768,0,1,0.550474389,1,0.43611148,0,5,0,19,6,2023
492604416,0.142857143,1,1,0.376,0.917562577,0,1,1,80102,1,0,0,0,0.19,1,1,0.285714286,2,0.353541459,6,0.194658531,0.398216878,0.4,0.910109421,0,4,0,26,7,2024
492853248,0.125,0,1,0.856,0.221737792,1,1,1,80007,3,2,0,0,0.35,1,1,0.761904762,0,0.119170983,1,0.150800414,0.584401052,1,0.505093315,0,4,1,22,7,2023
492936192,0.178571429,0,1,0.424,0.741588018,0,1,1,15012,2,1,0,0,0.05,1,0,0.761904762,0,0.430789034,4,0.253669589,0.480921949,0,0.375,0,2,0,1,7,2024
493060608,0.089285714,0,0,0.6,0.181267952,1,1,1,50037,4,0,0,0,0.5,1,0,0.476190476,1,0.2294454,4,0.278585169,0.743352961,0.4,0.306150998,0,4,0,23,6,2024
493205760,0.285714286,1,0,0.2,0.374281904,1,1,1,80034,2,1,0.4,0,0.88,1,1,0.857142857,1,0.348919678,1,0.318454833,0.905248217,0.4,0.910109421,0,3,0,23,1,2023
493433856,0.267857143,0,1,0.392,0.360791957,1,1,1,85063,4,1,0,0,0.5,1,1,1,2,0.547546628,2,0.307758511,0.457381375,0,0.73711935,0,2,0,12,5,2024
493744896,0.125,1,0,0.536,0.543137054,1,0,1,50054,3,2,0,0,0.97,1,1,0.380952381,1,0.859726595,3,0.49546047,0.203990467,0.4,0.306150998,0,3,0,1,4,2023
493786368,0.089285714,0,1,0.664,0.180601149,1,1,1,20164,3,1,0,0,0.95,1,0,0.761904762,2,0.8028168,4,0.049862605,0.210340566,0.4,0.910109421,0,5,0,25,3,2023
493952256,0.375,0,1,0.792,0.443219122,0,0,0,85083,6,2,0,0,0.22,1,0,0.761904762,0,0.444594992,6,0.016957993,0.11604438,0.4,0.576258593,0,6,0,5,9,2023
494346240,0.517857143,0,0,0.744,1,1,1,1,15038,4,1,0,0,0.95,1,0,0.285714286,2,0.159830914,4,0.293888163,0.204142656,0.4,0.306150998,0,2,0,1,9,2024
494719488,0.142857143,0,0,0.568,0.2410238,1,0,1,85019,5,1,1,0,0.5,1,1,0.476190476,0,0.633068885,0,0.543388853,0.18796917,1,0.511419487,0,3,0,11,4,2024
494823168,0.071428571,0,1,0.712,0.159468609,0,0,1,50047,1,0,0.4,0,0.86,1,1,0.19047619,1,0.344873399,1,0.891050892,0.69683936,0,0.375,0,5,0,20,10,2023
496689408,0.125,1,1,0.488,0.543137054,0,1,0,20138,7,0,0,0,0.5,1,1,0.476190476,2,0.730881159,6,0.589506976,0.458283186,0.4,0.576258593,0,5,0,18,9,2024
497104128,0.142857143,1,1,0.472,0.918424292,0,1,0,20120,6,1,0,0,0.24,1,1,0.476190476,0,0.277528332,2,0.335756173,0.52103647,1,0.43611148,0,1,0,29,8,2023
497228544,0.089285714,0,1,0.696,0.833258104,0,0,1,80002,6,1,0.4,0,0.94,1,1,0.857142857,2,0.271578782,3,0.42769284,0.64261434,0,0.371919935,0,6,0,4,7,2023
497270016,0.142857143,0,1,0.84,0.242357407,1,1,1,20163,1,2,0.4,0,0.61,1,1,0.666666667,2,1,6,0.359073756,0.471927867,0.4,0.576258593,0,2,1,3,2,2023
497394432,0.125,1,1,0.712,0.543137054,0,0,1,85069,4,1,0.8,0,0.32,1,0,0.380952381,1,1,1,0.417608867,0.528917729,0,0.73711935,0,4,0,2,6,2024
497705472,0.125,1,1,0.744,0.221224867,1,1,1,80005,1,1,0,0,0.51,1,1,0.095238095,0,0.704608861,6,0.38498067,0.694988141,0.4,0.910109421,0,7,1,27,10,2023
498223872,0.160714286,1,1,0.76,0.259591711,1,1,1,80028,4,1,0,0,0.55,1,0,0.761904762,2,0.551759721,3,0.389325577,0.864853908,0,0.375,0,5,0,19,11,2023
499219200,0.017857143,0,1,0.216,0.088069348,1,1,1,50033,4,1,0,0,1,1,0,0.380952381,0,0.45943225,2,0.050000825,0.772845154,0.4,0.306150998,0,6,0,6,10,2024
499302144,0.160714286,1,1,0.664,0.260002052,1,0,1,85040,6,1,0,0,0.49,1,1,0.857142857,1,0.141517994,4,0.291619617,0.415939581,0.4,0.910109421,0,2,0,25,7,2023
500027904,0.607142857,1,1,0.424,0.588377103,1,1,1,50008,6,1,0,0,0.39,1,0,0.380952381,1,0.354676492,5,0.272606868,0.172752828,0.4,0.910109421,0,5,1,22,10,2024
500608512,0.857142857,1,1,0.488,0.706606483,1,0,1,80101,2,1,0.4,0,0.05,1,0,0.761904762,2,0.265195802,4,0.477272831,0.571961974,1,0.511419487,0,4,0,30,9,2024
500795136,0.785714286,1,1,0.936,0.676138695,1,0,0,50027,6,0,0.4,0,0.7,1,0,0.380952381,2,0.352628983,3,1,0.56746307,0,0.352783681,0,2,0,18,4,2023
500836608,0.107142857,0,1,0.824,0.201836274,0,1,1,80041,4,1,0.4,0,0.46,1,0,0,1,0.170120978,6,0.104859798,0.683923185,0.4,0.306150998,0,4,0,3,11,2024
500898816,0.107142857,1,0,0.632,0.202297907,0,0,1,80105,5,2,0.4,0,0.22,1,0,0.19047619,2,0.653339922,6,0.486296827,0.605604775,0.4,0.910109421,0,4,1,13,4,2023
500919552,0.125,1,1,0.376,0.221994255,0,0,1,15001,2,1,0,0,0.1,1,0,0.571428571,1,0.215193885,2,0.416225277,0.561441257,0,0.499705277,0,4,0,9,10,2023
